author,model_name,url,parameters,released,downloads,supported
tiiuae,Falcon-H1-7B-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon-H1-7B-Instruct-GPTQ-Int8,7000000000.0,2025-05-12,12,False
tiiuae,Falcon-H1-1.5B-Deep-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon-H1-1.5B-Deep-Instruct-GPTQ-Int4,1500000000.0,2025-05-12,12,False
tiiuae,Falcon-H1-1.5B-Deep-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon-H1-1.5B-Deep-Instruct-GPTQ-Int8,1500000000.0,2025-05-12,11,False
tiiuae,Falcon-H1-1.5B-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon-H1-1.5B-Instruct-GPTQ-Int4,1500000000.0,2025-05-12,11,False
tiiuae,Falcon-H1-0.5B-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon-H1-0.5B-Instruct-GPTQ-Int8,500000000.0,2025-05-12,11,False
tiiuae,Falcon-H1-0.5B-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon-H1-0.5B-Instruct-GPTQ-Int4,500000000.0,2025-05-12,11,False
tiiuae,Falcon-H1-3B-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon-H1-3B-Instruct-GPTQ-Int4,3000000000.0,2025-05-12,10,False
tiiuae,Falcon-H1-3B-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon-H1-3B-Instruct-GPTQ-Int8,3000000000.0,2025-05-12,9,False
tiiuae,Falcon-H1-34B-Instruct,https://huggingface.co/tiiuae/Falcon-H1-34B-Instruct,34000000000.0,2025-05-01,8309,False
tiiuae,Falcon-H1-1.5B-Instruct,https://huggingface.co/tiiuae/Falcon-H1-1.5B-Instruct,1500000000.0,2025-05-01,3945,False
tiiuae,Falcon-H1-7B-Instruct,https://huggingface.co/tiiuae/Falcon-H1-7B-Instruct,7000000000.0,2025-05-01,3176,False
tiiuae,Falcon-H1-0.5B-Instruct,https://huggingface.co/tiiuae/Falcon-H1-0.5B-Instruct,500000000.0,2025-05-01,2217,False
tiiuae,Falcon-H1-3B-Instruct,https://huggingface.co/tiiuae/Falcon-H1-3B-Instruct,3000000000.0,2025-05-01,1383,False
tiiuae,Falcon-H1-1.5B-Deep-Instruct,https://huggingface.co/tiiuae/Falcon-H1-1.5B-Deep-Instruct,1500000000.0,2025-05-01,1082,False
tiiuae,Falcon-E-3B-Instruct,https://huggingface.co/tiiuae/Falcon-E-3B-Instruct,3000000000.0,2025-04-16,1085,False
tiiuae,Falcon-E-1B-Instruct,https://huggingface.co/tiiuae/Falcon-E-1B-Instruct,1000000000.0,2025-04-16,998,False
tiiuae,Falcon-E-3B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon-E-3B-Instruct-GGUF,3000000000.0,2025-04-16,64,False
tiiuae,Falcon-E-1B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon-E-1B-Instruct-GGUF,1000000000.0,2025-04-16,28,False
tiiuae,Falcon3-7B-Instruct-1.58bit-GGUF,https://huggingface.co/tiiuae/Falcon3-7B-Instruct-1.58bit-GGUF,7000000000.0,2024-12-19,53,False
tiiuae,Falcon3-1B-Instruct-1.58bit-GGUF,https://huggingface.co/tiiuae/Falcon3-1B-Instruct-1.58bit-GGUF,1000000000.0,2024-12-19,21,False
tiiuae,Falcon3-10B-Instruct-1.58bit-GGUF,https://huggingface.co/tiiuae/Falcon3-10B-Instruct-1.58bit-GGUF,10000000000.0,2024-12-19,16,False
tiiuae,Falcon3-3B-Instruct-1.58bit-GGUF,https://huggingface.co/tiiuae/Falcon3-3B-Instruct-1.58bit-GGUF,3000000000.0,2024-12-19,13,False
tiiuae,Falcon3-10B-Instruct-1.58bit,https://huggingface.co/tiiuae/Falcon3-10B-Instruct-1.58bit,10000000000.0,2024-12-16,844,False
tiiuae,Falcon3-Mamba-7B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon3-Mamba-7B-Instruct-GGUF,7000000000.0,2024-12-16,294,False
tiiuae,Falcon3-1B-Instruct-1.58bit,https://huggingface.co/tiiuae/Falcon3-1B-Instruct-1.58bit,1000000000.0,2024-12-16,50,False
tiiuae,Falcon3-1B-Instruct,https://huggingface.co/tiiuae/Falcon3-1B-Instruct,1000000000.0,2024-12-14,25083,False
tiiuae,Falcon3-10B-Instruct,https://huggingface.co/tiiuae/Falcon3-10B-Instruct,10000000000.0,2024-12-14,22155,False
tiiuae,Falcon3-3B-Instruct,https://huggingface.co/tiiuae/Falcon3-3B-Instruct,3000000000.0,2024-12-14,21290,False
tiiuae,Falcon3-1B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon3-1B-Instruct-GGUF,1000000000.0,2024-12-14,535,False
tiiuae,Falcon3-3B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon3-3B-Instruct-GGUF,3000000000.0,2024-12-14,360,False
tiiuae,Falcon3-7B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon3-7B-Instruct-GGUF,7000000000.0,2024-12-14,328,False
tiiuae,Falcon3-10B-Instruct-GGUF,https://huggingface.co/tiiuae/Falcon3-10B-Instruct-GGUF,10000000000.0,2024-12-14,257,False
tiiuae,Falcon3-7B-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon3-7B-Instruct-GPTQ-Int4,7000000000.0,2024-12-14,75,False
tiiuae,Falcon3-10B-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon3-10B-Instruct-GPTQ-Int4,10000000000.0,2024-12-14,47,False
tiiuae,Falcon3-7B-Instruct-AWQ,https://huggingface.co/tiiuae/Falcon3-7B-Instruct-AWQ,7000000000.0,2024-12-14,46,False
tiiuae,Falcon3-1B-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon3-1B-Instruct-GPTQ-Int4,1000000000.0,2024-12-14,14,False
tiiuae,Falcon3-3B-Instruct-GPTQ-Int4,https://huggingface.co/tiiuae/Falcon3-3B-Instruct-GPTQ-Int4,3000000000.0,2024-12-14,11,False
tiiuae,Falcon3-1B-Instruct-AWQ,https://huggingface.co/tiiuae/Falcon3-1B-Instruct-AWQ,1000000000.0,2024-12-14,11,False
tiiuae,Falcon3-10B-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon3-10B-Instruct-GPTQ-Int8,10000000000.0,2024-12-14,8,False
tiiuae,Falcon3-1B-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon3-1B-Instruct-GPTQ-Int8,1000000000.0,2024-12-14,7,False
tiiuae,Falcon3-10B-Instruct-AWQ,https://huggingface.co/tiiuae/Falcon3-10B-Instruct-AWQ,10000000000.0,2024-12-14,7,False
tiiuae,Falcon3-3B-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon3-3B-Instruct-GPTQ-Int8,3000000000.0,2024-12-14,6,False
tiiuae,Falcon3-3B-Instruct-AWQ,https://huggingface.co/tiiuae/Falcon3-3B-Instruct-AWQ,3000000000.0,2024-12-14,6,False
tiiuae,Falcon3-7B-Instruct-GPTQ-Int8,https://huggingface.co/tiiuae/Falcon3-7B-Instruct-GPTQ-Int8,7000000000.0,2024-12-14,4,False
tiiuae,Falcon3-Mamba-7B-Instruct,https://huggingface.co/tiiuae/Falcon3-Mamba-7B-Instruct,7000000000.0,2024-12-13,16595,False
tiiuae,Falcon3-7B-Instruct,https://huggingface.co/tiiuae/Falcon3-7B-Instruct,7000000000.0,2024-11-29,23587,False
tiiuae,Falcon3-7B-Instruct-1.58bit,https://huggingface.co/tiiuae/Falcon3-7B-Instruct-1.58bit,7000000000.0,2024-11-28,1997,False
tiiuae,Falcon3-3B-Instruct-1.58bit,https://huggingface.co/tiiuae/Falcon3-3B-Instruct-1.58bit,3000000000.0,2024-11-28,41,False
tiiuae,falcon-mamba-tiny-dev,https://huggingface.co/tiiuae/falcon-mamba-tiny-dev,,2024-10-13,22388,False
tiiuae,falcon-mamba-7b-instruct-Q4_K_M-GGUF,https://huggingface.co/tiiuae/falcon-mamba-7b-instruct-Q4_K_M-GGUF,7000000000.0,2024-08-19,3825,False
tiiuae,falcon-mamba-7b-instruct-F16-GGUF,https://huggingface.co/tiiuae/falcon-mamba-7b-instruct-F16-GGUF,7000000000.0,2024-08-19,33,False
tiiuae,falcon-mamba-7b-instruct-BF16-GGUF,https://huggingface.co/tiiuae/falcon-mamba-7b-instruct-BF16-GGUF,7000000000.0,2024-08-19,16,False
tiiuae,falcon-mamba-7b-instruct-Q8_0-GGUF,https://huggingface.co/tiiuae/falcon-mamba-7b-instruct-Q8_0-GGUF,7000000000.0,2024-08-18,18,False
tiiuae,falcon-mamba-7b-instruct-4bit,https://huggingface.co/tiiuae/falcon-mamba-7b-instruct-4bit,7000000000.0,2024-08-10,25,False
tiiuae,falcon-mamba-7b-instruct,https://huggingface.co/tiiuae/falcon-mamba-7b-instruct,7000000000.0,2024-07-30,24292,False
tiiuae,falcon-11B,https://huggingface.co/tiiuae/falcon-11B,11000000000.0,2024-05-09,37295,False
tiiuae,falcon-180B-chat,https://huggingface.co/tiiuae/falcon-180B-chat,180000000000.0,2023-09-04,261,False
tiiuae,falcon-40b-instruct,https://huggingface.co/tiiuae/falcon-40b-instruct,40000000000.0,2023-05-25,49900,False
tiiuae,falcon-7b-instruct,https://huggingface.co/tiiuae/falcon-7b-instruct,7000000000.0,2023-04-25,142313,False
